drawing_id,drawing_number,drawing_name,spare_part_number,parsed_part_numbers
35844,B-2414-1,TUBE RETAINING CLIP FOR SHORT MANDREL,A139955,['A139955']
35894,B-9104-10,TURCK SENSOR SUPPORT,A133090,['A133090']
35962,B-5326-12-6,TYPE HOLDER,A129741,['A129741']
35964,B-5325-10-21,TYPE HOLDER,A127746,['A127746']
35966,B-5325-10-25,TYPE HOLDER,A129740,['A129740']
35970,B-5108-9-3,TYPE PUSH BAR,A133076,['A133076']
36118,B-MD-10106-7-1,UNIVERSAL TYPE HOLDER ASSEMBLY,A134851,['A134851']
36144,E-5088-9-113,UNWIND ROLLER TUBE WELDMENT,A120981,['A120981']
36156,H-MD-5088-234,UNWIND STAND PONY BRAKE SUB-ASSEMBLY,A123800,['A123800']
36186,K-BF8-2-31,UPPER & LOWER FILL PORT DIE 1/2 & 1L LC II (CSP),A120916,['A120916']
36219,E-5088-216-6,UPPER CENTER KNIFE (CSP),A140708,['A140708']
36220,B-5284-15-6,UPPER CENTER KNIFE (PN 118702) (CSP),A118702,['A118702']
36224,B-12197-6-12,UPPER CLAMP-LEFT,A129903,['A129903']
36225,B-12197-6-13,UPPER CLAMP-RIGHT,A129904,['A129904']
36246,B-BF15-07-40,UPPER GRIPPER HANGER PUNCH,A136832,['A136832']
36256,E-3490-6-2,"UPPER HINGE BAR LEFT SIDE ARM, COLPITT STATION #2",A123973,['A123973']
36258,E-3490-6-55,"UPPER HINGE BAR RIGHT SIDE ARM, COLPITT STATION #2",A123974,['A123974']
36263,B-5206-41-3,UPPER HOT LEAD,A118063,['A118063']
36289,E-1394-2A-1,UPPER MANDREL CLAMP,A123821,['A123821']
36292,B-6589-8,UPPER MOUNTING BLOCK,A129612,['A129612']
36297,B-3490-15C-4,UPPER NUT PLATE. COLPITT STATION #7,A121603,['A121603']
36374,E-3490-6-44,UPPER TABLE BAG CUTTING STATION #2,A123975,['A123975']
36375,K-3490-6-43,"UPPER TABLE, COLPITT STATION #2",A124388,['A124388']
36384,E-5337-10-6,UPPER WEAR PLATE,A123240,['A123240']
36509,B-5286-6-22,V GUIDE WHEEL,A125233,['A125233']
36514,B-5347-3-81,"V""GUIDE TRACKRAIL-SHORT END BAG CARRIER GUIDE TRACK""",A139807,['A139807']
36515,B-5347-3-12,"V""GUIDET RACK RAIL-SHORT END BAG CARRIER GUIDE TRACK""",A139806,['A139806']
36530,E-12197-6-14,VAC CUP SUPPORT PLATE,A138486,['A138486']
36550,H-12197-1-14,VACUUM CUP 1:1 LARGE,A127795,['A127795']
36551,H-12197-1-12,VACUUM CUP 25ML & 50 ML 4:1,A127788,['A127788']
36552,B-5347-11-158,VACUUM CUP ARM,A132141,['A132141']
36568,E-12197-1-8,VACUUM CUP TOP HALF,A127793,['A127793']
36572,H-12197-1-9,"VACUUM CUP: 1:1, 4:1 & 100ML",A127790,['A127790']
36586,B-1111-2,VACUUM HOSE ADAPTER,A138301,['A138301']
36594,E-11395-1-5,VACUUM NOZZLE,A124938,['A124938']
36634,B-5337-5-44,VACUUM TUBE,A127683,['A127683']
36659,B-5024-1-6,VALVE,A105543,['A105543']
36861,K-3490-5-14,VIAL PORT RELEASE CENTERING YOKE. COLPITT STATION #2,A124904,['A124904']
36864,E-5286-1-14,VIAL PORT SUPPORT POST SPACER,A133411,['A133411']
36990,B-5286-6-71,"WASH & DRY STATION WALKING BEAM V""RAIL(HORIZONTAL)""",A137215,['A137215']
37012,A-10564,WASHER,"A125810, A125811","['A125810', 'A125811']"
37104,B-5286-6-109,WATER NOZZLE ASS'Y,A121737,['A121737']
37112,B-3490-2-19,WATER PIPE. COLPITT INDEX TABLE,A121714,['A121714']
37143,B-MD-5109-3-21,WATERLOC IDLER SHAFT BOLT,A110515,['A110515']
37144,B-MD-5109-3-20,WATERLOC IDLER SHAFT BOLT HUB,A110510,['A110510']
37169,B-5337-7-16-2,WEAR PLATE (CSP),A140711,['A140711']
37170,H-5337-5-14,WEAR PLATE INDEX BELT,A123219,['A123219']
37172,E-MD-5109-3-4,WEAR RING SIDE SEAL-WATERLOC,A110513,['A110513']
37187,B-8194-4-10,WEAR STRIP-LONG,A124595,['A124595']
37188,B-8194-4-9,WEAR STRIP-SHORT,A124596,['A124596']
37201,B-5206-36-1,WEB LIFTING PLATE,A122185,['A122185']
37229,K-MD-5088-144,WEB SEPERATOR BAG MAKER STATION #2 (150/250),A106640,['A106640']
37231,H-5011-4-5,WEB STRIPPER,A115490,['A115490']
37233,E-5088-166-14,WEB STRIPPER 250 ML-8 UP LIFE CARE,A115487,['A115487']
37234,E-5011-47-3,WEB STRIPPER L.C. 2 - 500ML,A115489,['A115489']
37236,E-MD-5011-50-5,"WEB STRIPPER, 1 LTR MULTI-CONSTRUCT IRR",A115488,['A115488']
37249,B-5291-6,WEDGE PLATE GUARD,A121549,['A121549']
37317,C-487-01-45,WES TECH INC  CARRIER FINGER,A108963,['A108963']
37328,B-487-01-44,WES TECH INC  FINGERS,A124941,['A124941']
37329,C-487-01-43,WES TECH INC  FINGER-UPPER,A108958,['A108958']
37354,C-487-01-51,WES TECH INC  ROD,A107354,['A107354']
37570,B-10109-0-7-5,WHEEL RUBBER CAPPED ASY MOLE DRIVE WHEEL,A135015,['A135015']
37571,B-10109-0-7-4,WHEEL RUBBER CAPPED ASY MOLE DRIVE WHEEL,A135016,['A135016']
37685,B-5212-100,WIRE HOOK LEFT HAND,A129294,['A129294']
37686,B-5212-101,WIRE HOOK RIGHT HAND,A129295,['A129295']
37883,E-5214-1-24-8,WRENCH WITH DRIVE,A136464,['A136464']
37942,B-5347-14-269,YOKE INFEED CONVEYOR  PART FILL,A129922,['A129922']
37949,B-5024-1-16,"YOKE, SOLVENT SEAL APPLICATOR MICRO SYRINGE",A105881,['A105881']
