drawing_id,drawing_number,drawing_name,spare_part_number,parsed_part_numbers
10273,B-12197-5-31,DISPENCER (RIGHT HAND) ALIGNMENT DECALS (GREEN),A139688,['A139688']
10274,B-12197-5-29,DISPENCER (RIGHT HAND) ALIGNMENT DECALS (RED),A139686,['A139686']
10310,B-1394-015-1.55,DISTANCE PIECE,A125806,['A125806']
10435,B-5109-17-4-1,DOOR HINGE PLATE,A136396,['A136396']
10483,E-5214-1-22-4,DOUBLE BARB FITTING (FOR 5 IN 1 HAND TOOL),A136465,['A136465']
10519,B-5325-10-4,"DOVE TAIL ( SHORT) PARTFILL 5, 6, & 16",A130459,['A130459']
10523,B-5326-12-4,DOVETAIL 150/250,A130216,['A130216']
10532,B-9104-27,DOWEL PIN RETAINER,A133097,['A133097']
10641,H-5347-1-50,"DRIVE GEAR FOR BAG INVERTER, ALSO USED ON ADDVANTAGE FILLER",A140197,['A140197']
10658,B-5347-8-95,DRIVE LINK,"A132068, A132092, A135329","['A132068', 'A132092', 'A135329']"
10659,B-5347-8-98,DRIVE LINK,A132093,['A132093']
10660,B-5347-8-15,DRIVE LINK PIN,A127987,['A127987']
10661,B-5347-14-271,DRIVE LINK PIN INFEED CONVEYOR PART FILL,A129923,['A129923']
10672,B-5286-8-14,DRIVE PIN (SOCKET TOOTH),A121831,['A121831']
10690,B-5335-14-6,DRIVE ROLL PRINTER,A122960,['A122960']
10691,B-5325-5-6,DRIVE ROLL PRINTER,A121421,['A121421']
10692,B-5365-12-17,DRIVE ROLLER,A150235,['A150235']
10694,B-5115-4-35,DRIVE ROLLER,A100902,['A100902']
10695,B-5358-16-10,DRIVE ROLLER,A150238,['A150238']
10698,B-5358-92-04,DRIVE ROLLER,A132780,['A132780']
10699,B-5326-9-2,DRIVE ROLLER  FOIL REWIND,A121613,['A121613']
10709,B-3100-1,DRIVE SHAFT,A125857,['A125857']
10712,H-MD-5109-5-29,DRIVE SHAFT,A116478,['A116478']
10714,B-5143-8-5,DRIVE SHAFT,A121974,['A121974']
10724,B-5288-2-11,DRIVE SHAFT,A124989,['A124989']
10725,B-5288-2-12,DRIVE SHAFT,A124988,['A124988']
10727,K-5088-284-11,DRIVE SHAFT,A118193,['A118193']
10733,K-5206-70-14,DRIVE SHAFT (E-VIEW),A118192,['A118192']
10737,E-4198-1-18,"DRIVE SHAFT AND IDLER SHAFT FOR 12 WIDECONVEYOR""","A128623, A128624","['A128623', 'A128624']"
10739,E-4198-2-15,"DRIVE SHAFT AND IDLER SHAFT FOR 3 WIDECONVEYOR""","A128609, A128610","['A128609', 'A128610']"
10747,B-5143-8-6,DRIVE STAND-OFF,A101701,['A101701']
10761,A-5115-4-44,DRIVEN PULLEY,A108250,['A108250']
10772,B-5366-1-5,DRIVER ROLLER,A134931,['A134931']
10777,A-5250-2-18,DROP PIN-PLUG ASS'Y. MACHINE,A117699,['A117699']
10817,E-5088-304-8,DUAL CORNER DIE 2 & 3 LITER (CSP),A122202,['A122202']
10818,E-5088-216-7,DUAL CORNER KNIFE (CSP),A116763,['A116763']
10819,B-5284-15-7,DUAL CORNER KNIFE (PN 118701) (CSP),A118701,['A118701']
10870,B-5206-41-9,DUST SEAL,A118069,['A118069']
10941,B-5408-11-30,EJECTOR GUIDE,A129209,['A129209']
11707,H-6193-2-1,ELECTRODE HOLDER,A127306,['A127306']
11775,B-2285-49,ENCLOSURE,A112859,['A112859']
11939,K-5109-17-3-1,END CAP,A111416,['A111416']
11948,B-5109-17-4-3,END CAP HINGE PLATE,A121066,['A121066']
11959,B-5206-89-7,END KNIFE DIE (CSP),A125899,['A125899']
11960,B-5293-5-6,END KNIFE DIE (CSP),A121241,['A121241']
11976,B-6589-4,END PLATE,A129608,['A129608']
11989,B-11390-2,END PUSH PLATE,A120835,['A120835']
11990,B-11390-1,END SEAL PLATE,A120836,['A120836']
11992,B-5088-28-27,END SPACER ASSY,A126753,['A126753']
12088,B-5250-4-31,ESCAPEMENT PLUG,A124172,['A124172']
13439,B-6221,FAB #7 - FAB #11 ONLY TYPEHOLDER,A151518,['A151518']
13524,E-5088-35-50,FAB 15 MANDREL FLAT DIE - .030 GAP 2-UP (CSP),A139418,['A139418']
13560,E-5088-27-26,"FAB7(SLD-STATE ONLY)MANDREL FLAT DIE 2-UP,.404 BORE-.018 GAP",A139940,['A139940']
13623,B-5088-17-7,FEED ROLLER,A104150,['A104150']
13703,E-5119-1-6,FIBERGLASS BOARD,A100934,['A100934']
13741,B-5337-3-3,FILL NOZZLE,A124725,['A124725']
13754,K-6502-4-15$1,"FILL NOZZLE, 2-UP (ALT) SHEET 1 OF 3",A137361,['A137361']
13859,K-MD-5109-3-17,FILLER BLOCK-WATERLOC,A110518,['A110518']
13879,B-5347-4-13,FILLER NOZZLE,"A126582, A131935","['A126582', 'A131935']"
13883,A-5024-1-54,FILLER TUBE SOLVENT SEAL APPLICATOR,A105545,['A105545']
13960,E-5206-26-128,FILM SUPPORT GUIDE,A125780,['A125780']
14003,B-5347-16-222,FINGER - ACTUATOR,A131446,['A131446']
14009,B-5347-14-268,FINGER INFEED CONVEYOR PART FILL,A128670,['A128670']
14130,B-8499-4-97,FLANGE,A140859,['A140859']
14157,B-8499-4-99,FLANGE KEY,A140862,['A140862']
14163,B-8499-4-19,FLANGE MOUNT,A140863,['A140863']
14203,B-15286,FLAP,A121073,['A121073']
14255,B-5206-41-15,FLEX CLAMP BAR,A118073,['A118073']
14268,B-5335-36-75,FLEX LEAD,A123835,['A123835']
14276,B-5408-11-54,FLEX. LEAD,A129010,['A129010']
14369,E-7193-2,FMC CURTAIN ROD BOTTOM HEAD LEADING SIDE,A110597,['A110597']
14370,E-7193-3,FMC CURTAIN ROD BOTTOM HEAD TRAILING SIDE,A110598,['A110598']
14371,E-7193-1,FMC CURTAIN ROD TOP HEAD,A116261,['A116261']
14372,E-MD-9389,FMC DIAMOND PUNCH,A119192,['A119192']
14509,B-19331,FORK I,A124808,['A124808']
14537,B-3490-2-24,FORWARD STOP BLOCK,A125416,['A125416']
14555,B-5117-76-15,FOWLER MODIFIED,A143372,['A143372']
14979,B-5347-11-273,FRONT GRIPPER FINGER TRANSFER STATION,A128297,['A128297']
15067,B-1111-4,G1/8 ADAPTER WITH .125 DIA ORIFICE,A138302,['A138302']
15080,B-10106-6-3,GAP SPACER PLATE,A134878,['A134878']
15132,B-6502-10-08,GEAR,A137052,['A137052']
15184,B-6589-5,GIB,A129609,['A129609']
15197,E-10101-5,GLASS,A139444,['A139444']
15200,H-101764,GLUE NOZZLE,A101764,['A101764']
15298,B-5347-15-5,GRIPPER CAM ROLLER,A129303,['A129303']
15303,B-9104-34,GRIPPER FINGER,A133104,['A133104']
15304,B-5347-17-460,GRIPPER FINGER - REAR ALIGNER,A128300,['A128300']
15305,B-5347-17-464,GRIPPER FINGER - REAR PRE ALIGNER,A143538,['A143538']
15322,B-5347-72-2,GRIPPER FINGER KRATON CAP,A126423,['A126423']
15324,B-5347-17-461,GRIPPER FINGER STATION,A128301,['A128301']
15328,B-3199-4-15,"GRIPPER FINGER, BOTTOM, PICK-UP",A129788,['A129788']
15331,B-8499-4-14,"GRIPPER FINGER, PREPOSITION #128649",A128649,['A128649']
15336,B-3199-4-16,"GRIPPER FINGER, TOP, PICK-UP",A129789,['A129789']
15377,B-5347-17-433,GRIPPER MTG. PLATE,A132065,['A132065']
15381,E-12197-6-7,GRIPPER SUPPORT PLATE,A138485,['A138485']
15411,B-5206-41-24&25,GROUND BAR (RIGHT & LEFT),"A118077, A118078","['A118077', 'A118078']"
15418,B-5337-7-1,GROUND BLOCK,A130745,['A130745']
15424,B-5206-41-17&18,GROUND BUSS (RIGHT & LEFT),"A118074, A118075","['A118074', 'A118075']"
15426,E-5206-41-22,GROUND BUSS BAR,A118085,['A118085']
15430,B-5326-15-13,GROUND CAPACITOR LEAD,A127233,['A127233']
15432,B-5206-41-19,GROUND CAPACITOR LEAD,A118076,['A118076']
15433,B-5206-41-20,GROUND CAPACITOR LEAD,A118079,['A118079']
15443,B-2-20232,GROUND CONNECTION,A125820,['A125820']
15444,B-2-20233,GROUND CONNECTION,A125821,['A125821']
15469,H-5088-70-27,GROUND CONNECTOR ROTATING CAPACITOR BAGMAKER,A118086,['A118086']
15470,B-5337-7-2,GROUND CONTACT,A123207,['A123207']
15471,B-5337-7-8,GROUND CONTACT,A123208,['A123208']
15497,E-5206-41-21,GROUND TROMBONE,A118084,['A118084']
15498,B-5206-41-4,GROUND TROMBONE BRACKET,A118064,['A118064']
15755,B-5337-15-4,GUIDE PIN,A123243,['A123243']
15770,B-5088-17-16,GUIDE POST,A104152,['A104152']
15773,B-5088-12-26,GUIDE POST - PF PERIMETER PRESS,A115331,['A115331']
15777,B-2-15326,GUIDE RAIL,A142414,['A142414']
15802,B-5115-4-78,GUIDE ROD,A121770,['A121770']
15808,B-5347-16-223,GUIDE ROD - ACTUATOR,A127850,['A127850']
15809,B-5335-4-17,GUIDE ROD  HOT STAMP,A125789,['A125789']
15834,B-5250-4-56,GUIDE SUPPORT,A125737,['A125737']
15950,B-5214-1-24-7,HAND TOOL MOUNTING SCREW,A136463,['A136463']
16008,B-5169-31-20,HANGER INSERT (CSP),A121460,['A121460']
16009,E-5088-230-26,HANGER INSERT (PN 119109) (CSP),A119109,['A119109']
16010,E-5052-95-11,HANGER INSERT 250ML (CSP),A120542,['A120542']
16011,H-5088-216-4A,"HANGER INSERT USED ON 500ML,1000ML,3000ML(CSP) (LIFECARE II)",A115479,['A115479']
16276,H-10497C1452,HAYSSEN FRONT SEALING JAW (E-VIEW),A125941,['A125941']
16278,K-0304-4E-13,HAYSSEN MEASURING ROLLER SHAFT,A127576,['A127576']
16280,H-10497C1453,HAYSSEN REAR SEALING JAW (E-VIEW),A125942,['A125942']
16343,B-AU-1-P242$3-1,HEAT EXCHANGER GASKETS FROM HOLLAND APPLIED TECHNOLOGIES,A131885,['A131885']
16352,E-5206-26-29,HEATED HEAD,A124456,['A124456']
16367,E-5335-6-3,HEATER HEAD,A122741,['A122741']
16372,E-5325-10-3,HEATER HEAD  PART FILL,A126750,['A126750']
16502,B-5286-1-25,HINGE BLOCK,A124013,['A124013']
16527,B-5109-17-4-5,HINGE PIN,A114049,['A114049']
16529,B-5286-1-12,HINGE PIN BAG CLAMP BLOCK FEED,A124958,['A124958']
16543,B-5109-17-5,HINGE SPRING,A100922,['A100922']
16706,E-5011-48-11,HOLE INSERT (CSP),A113096,['A113096']
16707,B-5088-305-18,HOLE INSERT (PN 132875) (CSP),A132875,['A132875']
16797,B-5337-3-10,HOSE ADAPTER,A138311,['A138311']
16803,B-5286-4-1-138,HOSE CONNECTOR (MICRO MOTION),A142613,['A142613']
16812,E-5206-41-1,HOT BUS LOWER,A118061,['A118061']
16813,B-5206-41-2,HOT BUSS - UPPER (1L-4UP) STATION 12,A118062,['A118062']
16850,B-5206-41-6,HOT LEAD TUBE,A118066,['A118066']
16875,H-125112,HOT STAMP PAD,A125112,['A125112']
17318,E-5088-305-6&7,I.D. INSERT 2 & 3 LITER (PN 132776 & 132775) (CSP),"A132775, A132776","['A132775', 'A132776']"
17562,B-5347-15-3,IDLER ROLLER,A129304,['A129304']
17566,B-MD-5366-3,IDLER ROLLER ASSEMBLY,A134932,['A134932']
17578,B-3100-2,IDLER SHAFT,A125502,['A125502']
17583,B-9104-28,IDLER SHAFT,A133098,['A133098']
17594,B-MD-5109-5-20,IDLER SHAFT SPROCKET TAKE-UP ASS'Y.,A116422,['A116422']
17595,H-MD-5109-3-19,IDLER SHAFT-WATERLOC,A110516,['A110516']
17671,E-MD-5408-30,I-KW ARC SUPPRESSOR ASSEMBLY,A128953,['A128953']
17704,B-5088-17-25,INDEX ARM WELDMENT,A130566,['A130566']
17705,B-5088-9-17,INDEX ARM WELDMENT,A130567,['A130567']
17727,E-7302-34,INDEX STRIP PULLER CYLINDER,A131176,['A131176']
17871,K-10106-7-3,INNER EMBOSSING BAR,A134853,['A134853']
17880,B-MD-5193-4-13,INNER MANDREL CAPD III (CSP),A130731,['A130731']
17882,B-MD-5088-46-11,INNER MANDREL IRR. (CSP),A122212,['A122212']
17885,B-MD-5408-11-8,INNER MANDREL SHORT OR LONG (CSP) (MADE FROM B-0292-107-25),A128692,['A128692']
17890,B-5347-7-36,INNER PORT GUIDE  LONG - PORT BELT CARRIER,A132338,['A132338']
17893,B-5347-7-35,INNER PORT GUIDE SHORT - PORT BELT CARRIER,A132337,['A132337']
17904,K-10106-6-2,INNER SEALER BAR (CSP),A134850,['A134850']
17905,B-5337-2-21,INNER SHAFT,A123348,['A123348']
17946,B-5337-10-30,INSERT,A130670,['A130670']
17947,B-5337-20-7-4,INSERT,A131947,['A131947']
17950,E-5052-84-18,INSERT 2 LITER CONTAINER,A120954,['A120954']
17960,B-5088-2-45-2-5,"INSERT, FINGER CAM",AA138768,['AA138768']
17966,H-MD-5011-53-2,INSERTS-DIE SET/FILM CODE (PN 132778 & 132777) (CSP),"A132777, A132778","['A132777', 'A132778']"
17968,E-5169-31-8,INSIDE 3 CORNER INSERT (CSP),A121457,['A121457']
17969,B-5169-31-3,INSIDE CONNECTING DIE (CSP),A121452,['A121452']
18027,E-5398-3-4,INSULATING BLOCK,A126868,['A126868']
18028,E-5408-25-1,INSULATING BLOCK,A128976,['A128976']
18029,H-5088-35-3,INSULATING BLOCK  (MANDREL DIE SET)  L.C.II,A114429,['A114429']
18030,H-5206-11-3,INSULATING BLOCK  ADD-VANTAGE MANDREL DIE SET STA.#1,A124178,['A124178']
18031,H-5206-13-3,INSULATING BLOCK  ADD-VANTAGE MANDREL DIE SET STA.#2,A122766,['A122766']
18032,H-5088-27-3,INSULATING BLOCK  PART-FILL MANDREL DIE SET,A122159,['A122159']
18033,B-5335-6-2,INSULATING PLATE,A122742,['A122742']
18035,B-5325-10-2,INSULATING PLATE,A126751,['A126751']
18040,H-5337-7-12,INSULATION PLATE,A123211,['A123211']
18045,B-6193-2-9,INSULATOR,A123756,['A123756']
18054,B-5408-11-2,INSULATOR - BASE (MADE FROM B-5164-3-3),A128975,['A128975']
18065,K-MD-5408-25,INSULATOR ASSEMBLY DIE ALIGNMENT,A128950,['A128950']
18073,E-5088-27-23,INSULATOR BLOCK,A138237,['A138237']
18074,H-5088-37-3,"INSULATOR BLOCK, 2 & 3 LTR.",A118409,['A118409']
18082,B-5408-11-56,INSULATOR LOWER,A128970,['A128970']
18085,H-5088-235-26,INSULATOR PLATE,A115841,['A115841']
18094,B-18837,INSULATOR STAT.#7,A123549,['A123549']
18096,E-5088-4-107,INSULATOR STRIP - UPPER LEFT,A123838,['A123838']
18097,E-5088-4-108,INSULATOR STRIP - UPPER RIGHT,A123839,['A123839']
18098,E-5088-4-105,INSULATOR STRIP (LOWER) PERIMETER STATION,A123837,['A123837']
18189,B-5345-33-6,IRRIGATION BAG MAKER 3 UP DRIVE ROLLER,A126045,['A126045']
18209,B-5345-32-91,IRRIGATION BAG MAKER 3 UP PRESSURE ROLLER,A150237,['A150237']
18365,B-5288-22-5,IRRIGATION SUCTION CUPS ADAPTERS,A121362,['A121362']
18375,B-19963,ISOLATOR PLATE,A123035,['A123035']
18376,B-3490-15B-14,ISOLATOR. COLPITT STATION #7,A120287,['A120287']
18434,E-3490-22-3-1,"JAW DIE FOR STA. 7 (FOR COLPITT 1,2 & 3) (CSP)",A126462,['A126462']
18460,B-18647,JOINING PIECE,A125071,['A125071']
18534,E-1394-12-26-2,K.C.C.VACUUM CUP STAT.#6,A124838,['A124838']
18641,B-5169-30-240,KEEPER PLATE,A123947,['A123947']
18722,B-BF15-07-95,KEYED SHAFT,A136893,['A136893']
18794,B-1394-53-4-16,KNIFE,A124839,['A124839']
18796,B-5347-8-45,KNIFE,A126206,['A126206']
18901,B-5293-5-4,L.H. KNIFE DIE (CSP),A121239,['A121239']
18904,B-5088-296-4,"L.H., KNIFE DIE (CSP)",A120538,['A120538']
18942,B-109,LARGE PLATE - MAG. CLUTCH BODY,A137137,['A137137']
18990,B-5335-6-5,LATCH,A122558,['A122558']
18993,E-5109-17-7,LATCH,A110729,['A110729']
19005,E-5109-17-3-3,LATCH HOUSING,A120774,['A120774']
19007,B-5109-17-8,LATCH PIN,A100829,['A100829']
19008,B-5347-16-17,LATCH PIN,A127629,['A127629']
19017,B-5109-17-9,LATCH SPRING,A118253,['A118253']
19022,B-5347-16-9,LATCH-CLAMP,A127628,['A127628']
19033,A-4582-A-1,LAY-ON ROLLER,A118191,['A118191']
19035,E-MD-6217,LAYON ROLLER ASSEMBLY,A142541,['A142541']
19165,E-MD-2107-10-1-1,LEAD CENTER GRIPPER-LEFT,A130441,['A130441']
19166,E-MD-2107-10-1-2,LEAD CENTER GRIPPER-RIGHT,A130439,['A130439']
19170,E-MD-2107-10-3-1,LEAD GRIPPER ASSEMBLY,A130438,['A130438']
19173,B-5347-7-15,LEAD IN LINK-LEFT HAND PORT BELT CARRIER,A127750,['A127750']
19174,B-5347-7-27-1,LEAD IN LINK-LEFT HAND PORT BELT CARRIER,A127751,['A127751']
19176,B-5347-7-27,LEAD IN LINK-RIGHT HAND PORT BELT CARRIER,A127751,['A127751']
19193,B-5206-41-13,LEAD SUPPORT BAR,A118072,['A118072']
19194,E-5206-41-23,LEAD SUPPORT BAR,A118087,['A118087']
19195,B-5206-41-12,LEAD SUPPORT PLATE (LEFT),A118088,['A118088']
19196,B-5206-41-11,LEAD SUPPORT PLATE (RIGHT),A118071,['A118071']
19222,H-5052-86-11,LEFT AND RIGHT END DIE-LIFECARE 2 PORT 500ML 10DEG,"A127437, A127438","['A127437', 'A127438']"
19239,H-10117-6,LEFT CORNER DIE 500ML LIFECARE II,A142718,['A142718']
19248,H-5088-216-21$1,LEFT END DIE 1 LITER-LIFECARE II (CSP),A121310,['A121310']
19249,H-5284-23-12$1,LEFT END DIE 500ML CAPD 4UP (CSP),A127440,['A127440']
19251,H-10117-3,LEFT END DIE 500ML LIFECARE II,A142721,['A142721']
19252,H-5284-15-11$1,LEFT END DIE-1 LITER 4-UP(PLEGISOL)(CSP),A127433,['A127433']
19253,H-5284-50-11$1,LEFT END DIE-1 LTR-2 PORT DOWN/4 UP (CSP) (CUFFABLE),A127425,['A127425']
19254,H-5284-50-11$2,LEFT END DIE-1 LTR-2 PORT DOWN/4 UP (CSP) (CUFFABLE),A127426,['A127426']
19255,H-5284-14-11$1,LEFT END DIE-ONE LITER HEAVY DEXTROSE (CSP),A127430,['A127430']
19259,H-119373,LEFT FRONT LIFT BLOCK - LITTON,A119373,['A119373']
19267,E-5109-17-1-3,LEFT HAND DIVIDER,A110731,['A110731']
19274,H-5088-216-4B,LEFT HAND INSERT USED ON 1000ML ONLY (CSP) (LIFECARE II),A132774,['A132774']
19276,H-5088-305-3,LEFT HAND KNIFE DIE 2 LITER (CSP),A122207,['A122207']
19277,E-5169-33-6&7$1,LEFT HAND OUTSIDE KNIFE DIE 100ML. P/F  (CSP),A121463,['A121463']
19284,H-5088-304-3 & 4$1,LEFT KNIFE DIE 3 LITER (CSP),A122199,['A122199']
19300,H-119370,LEFT REAR LIFT BLOCK - LITTON,A119370,['A119370']
19468,B-5347-2-530,LEVER PIVOT SHAFT DETAIL DRAWING,A134670,['A134670']
19538,B-5286-15-26,LH EJECT GRIPPER,A132495,['A132495']
20320,B-5412$3,"LIFECARE, IRRIGATION & VISIV SPACER SLUGS","A119842, A119843","['A119842', 'A119843']"
20321,B-5412$2,"LIFECARE, IRRIGATION & VISIV, PRINT SLUGS",A119869,['A119869']
20322,E-5412$1,"LIFECARE, IRRIGATION & VISIV, PRINT SLUGS","A119844, A119845, A119846, A119859, A119860, A119861, A119862, A119863, A119864 119865, A119866, A119867, A119868, A138678, A138679, A138680, A138681, A138682, A138683, A138684, A138685, A138686, A138687, A138688, A138689","['A119844', 'A119845', 'A119846', 'A119859', 'A119860', 'A119861', 'A119862', 'A119863', 'A119864 119865', 'A119866', 'A119867', 'A119868', 'A138678', 'A138679', 'A138680', 'A138681', 'A138682', 'A138683', 'A138684', 'A138685', 'A138686', 'A138687', 'A138688', 'A138689']"
20800,B-5347-2-538,LINKAGE THRUST WASHER,A132429,['A132429']
20825,B-5286-8-102,LOAD ARM,A123077,['A123077']
20902,B-5347-2-531,LOCK LINK PIN,A134672,['A134672']
20936,B-MD-5109-3-12,LOCKNUT WATERLOC MAIN SHAFT,A110522,['A110522']
21002,B-12197-6-8,LOWER CLAMP,A129899,['A129899']
21050,B-BF15-07-41,LOWER GRIPPER HANGER PUNCH,A136833,['A136833']
21076,B-5206-41-7,LOWER HOT LEAD,A118067,['A118067']
21093,E-5088-305-11,LOWER KNIFE DIE 2 & 3 LITER (CSP),A122201,['A122201']
21109,B-6589-2,LOWER MOUNTING BLOCK,A129606,['A129606']
21111,B-5214-1-24-2,LOWER OFFSET COUPLING,A136457,['A136457']
21138,E-5337-10-1,LOWER R.F. DIE (CSP),A123232,['A123232']
21139,E-5337-10-2,LOWER R.F. DIE (CSP),A123233,['A123233']
21219,H-AU-1-E1786-88,LSI PRINTER/LABELER CUSTOM CABLE,A132224,['A132224']
21348,H-MD-5283,MAIN ASSEMBLY,A`,['A`']
21542,H-MD-5109-3-3,MAIN SPROCKET-WATERLOC,A110523,['A110523']
21632,B-5088-1-101,MANDREL ALIGNMENT GAUGE,A116265,['A116265']
21643,E-5398-2-1,MANDREL BLOCK,A126869,['A126869']
21647,E-5088-165-11,MANDREL BLOCK 250M.L. L.C. 2A BAGMAKER 150/250,A106631,['A106631']
21648,E-5088-292-11,MANDREL BLOCK 4-UP PART FILL T-TOP SINGLE TUBE,A129298,['A129298']
21649,E-5206-9-1,MANDREL BLOCK ADD VANTAGE  STA. 1,A124422,['A124422']
21650,E-5206-12-1,MANDREL BLOCK ADD VANTAGE  STA. 2,A124421,['A124421']
21659,E-5088-28-11,MANDREL BLOCK PART FILL,A122781,['A122781']
21662,B-5193-4-19,MANDREL CAPD III (CSP),A112840,['A112840']
21687,E-3490-2-11,MANDREL DIE CARRIAGE ASSEMBLY. DOG SUPPORT/DOG,A122345,['A122345']
21691,E-3490-2-6,MANDREL DIE VIAL PORT (CSP),A121832,['A121832']
21700,E-5088-27-25,MANDREL FLAT DIE  1-UP (CSP),A139290,['A139290']
21701,E-5088-27-24,MANDREL FLAT DIE  2-UP (CSP),A139289,['A139289']
21709,B-5088-46-33,MANDREL IRR. & CAPD  2 & 3 LITER NO SCRAP (CSP),A122211,['A122211']
21712,B-5206-41-48,MANDREL LEAD  50ML/STA. #1 / FAB 12,A118365,['A118365']
21716,B-5206-41-30,MANDREL LEAD-(STA1&2-100ML) (STA#2-50ML),A117831,['A117831']
21718,B-5206-41-45,MANDREL LEAD-50ML ADD-VANTAGE BAGMAKER-STA#1,A117830,['A117830']
21731,H-5088-197-18,MANDREL PLACER/PUSHER BUSHING,A119470,['A119470']
21779,E-5088-46-32,"MANDREL, BAG MAKER CAPD I & II (CSP)",A118491,['A118491']
21780,B-5284-18-19,"MANDREL, HEAVY DEXTROSE (CSP)",A118490,['A118490']
21781,B-MD-5088-31-3,"MANDREL, INNER 1 LITER L.C. BAGMAKER (CSP)",A118874,['A118874']
21782,E-5088-6-7,"MANDREL,BAGMAKER PARTFILL,ADD-VANTAGE 150/250ML (CSP)",A106626,['A106626']
21783,E-5088-31-6,"MANDREL,OUTER 1 LITER L.C. II (CSP)",A105538,['A105538']
21789,E-5088-71-19,MANDRELL LEAD,A115768,['A115768']
21850,B-2-18672,MANIFOLD HEADER,A123822,['A123822']
21851,B-16714,MANIFOLD HEADER,A123823,['A123823']
22099,B-2107-3-1,MFG 1-UP CHUTE ASSEMBLY,A138612,['A138612']
22100,B-2107-3-2,MFG 2-UP CHUTE ASSEMBLY,A138611,['A138611']
22102,B-4116-1-02,MFG BAG SQUEEZE BLOCK DETAILS,A141486,['A141486']
22247,B-5206-89-6,MIDDLE KNIFE DIE (CSP),A125900,['A125900']
22248,B-5293-5-7,MIDDLE KNIFE DIE (CSP),A121242,['A121242']
22266,K-MD-9218,MINOR ADD HOPPER BAG ASSEMBLY,A143367,['A143367']
22275,E-MD-5109-12-18,MISC DETAILS #1 THRU #4,A110715,['A110715']
22340,K-5088-144-8,MODIFIED ARM ASSEMBLY,A106641,['A106641']
22341,K-5206-35-26,MODIFIED ARM ASSEMBLY,A123610,['A123610']
22446,B-5126-8-63,MODIFIED SYRINGE HOLDER FOR PARTFILL SOLVENT SEALER,A132945,['A132945']
22484,B-10109-0-19,MOLE COMMUTATOR RACEWAY SHAFT,A134898,['A134898']
22512,E-MD-5291,MOLE STORE EYE MOUNTING BRACKET,A121548,['A121548']
22810,B-5408-25-3,MOUNTING BAR (THR'D),A128967,['A128967']
22951,E-2102-4-25,"MOUNTING BRACKET, TAMPER CYLINDER",A131041,['A131041']
23061,A-5250-2-11,MOUNTING PLATE,A126661,['A126661']
23069,B-6589-7,MOUNTING PLATE,A129611,['A129611']
23399,B-5347-7-14,NEST LINK-LEFT HAND PORT BELT CARRIER,A127749,['A127749']
23400,B-5347-7-26,NEST LINK-RIGHT HAND PORT BELT CARRIER,A127748,['A127748']
23442,E-MD-9717,NIP ROLLER ASSEMBLY,A142644,['A142644']
23523,K-5347-4-43-1,NOZZLE GUIDE CHANNEL,A134887,['A134887']
23573,B-1617,NUT PLATE,A141907,['A141907']
23602,B-5408-25-4,NUT PLATE,A128968,['A128968']
23616,B-5088-27-21,"NUT PLATE, INSULATING BLOCK, MANDREL DIE SET",A122225,['A122225']
23635,A-12050,NUT STRIP,A121601,['A121601']
23637,A-1473,NUT STRIP,A121599,['A121599']
23638,B-15645,NUT STRIP,A125828,['A125828']
23645,B-MD-5109-12-10,NUT TAKE UP,A110713,['A110713']
23651,B-9298-11-26,"NUT, TAMPER",A138897,['A138897']
24064,K-10106-7-2,OUTER EMBOSSING BAR,A134852,['A134852']
24092,K-10106-6-1,OUTER SEALER BAR (CSP),A134849,['A134849']
24093,B-5337-2-23,OUTER SHAFT,A123374,['A123374']
24094,E-5408-11-9,OUTER SHORT MANDREL (CSP),A128691,['A128691']
24156,E-5169-31-10,OUTSIDE 2 CORNER INSERT (CSP),A121459,['A121459']
24157,E-5169-31-9,OUTSIDE 3 CORNER INSERT (CSP),A121458,['A121458']
24158,B-5169-31-4,OUTSIDE CONNECTING DIE (CSP),A121453,['A121453']
24166,E-5169-31-6&7$2,OUTSIDE KNIFE DIE 50ML P/F RIGHT HAND (CSP),A121456,['A121456']
24167,E-5169-31-6&7$1,OUTSIDE KNIFE DIE 50ML. P/F LEFT HAND (CSP),A121455,['A121455']
24211,B-5108-9-1,OVERWRAP BAG SEAL BAR,A133074,['A133074']
24222,B-12197-4-16,OVERWRAP GUIDE BRACKET,A129501,['A129501']
24368,B-8418,PACKOUT VISUAL INDICATOR,A143324,['A143324']
24378,B-5250-1-21,PADDLE,A123972,['A123972']
24380,A-5250-1-15,PADDLE WHEEL,A123711,['A123711']
24481,B-8499-4-43,"PARALLEL GRIPPER MOD, LEFT #128656",A128656,['A128656']
24483,B-8499-4-44,"PARALLEL GRIPPER MOD, LEFT #128657",A128657,['A128657']
24503,B-5347-14-203,PART FILL INFEED CONVEYOR  PLATE,A128359,['A128359']
